,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Exosc7,6.147262610592e-25,0.324198736708598,0.475,0.16,2.03947731631611e-20
Zhx3,6.34824471061314e-25,-0.475997596968468,0.065,0.227,2.10615714764012e-20
Zcrb1,6.42597264346693e-25,0.377827522748216,0.727,0.365,2.13194494392302e-20
Akr1b8,6.71205439804141e-25,0.324278022293473,0.563,0.225,2.2268582876382e-20
Gm10036,6.98007060714783e-25,0.465849748006848,0.224,0.009,2.31577802533344e-20
Rpl36a-ps1,7.00135918995204e-25,0.394464799590952,0.304,0.052,2.32284093845039e-20
B3gat3,7.2865213442947e-25,0.284980280862981,0.49,0.171,2.41744918639665e-20
Adprh,7.38676250181556e-25,0.359286189842107,0.7,0.333,2.45070619522735e-20
Fam32a,8.08330588487817e-25,0.332041749367039,0.465,0.162,2.68179839342603e-20
Trappc6a,8.0844090451903e-25,0.296528249721607,0.359,0.088,2.68216438892279e-20
Tgfb1i1,8.2111828957398e-25,0.295037236370216,0.292,0.047,2.72422414931959e-20
Itga2b,8.56366559990774e-25,0.270902441837776,0.325,0.063,2.84116733608139e-20
Mapre1,8.68948315919008e-25,0.39986470529813,0.769,0.432,2.88290982772449e-20
Ccdc30,8.91123877167438e-25,0.265931768809125,0.231,0.014,2.95648168727841e-20
Rab8a,8.99388900533749e-25,0.276671714287967,0.399,0.11,2.98390255530082e-20
Azin2,9.04413401230377e-25,0.339158492160885,0.423,0.133,3.00057234126202e-20
Aldh6a1,9.06093642644729e-25,-0.585067111344344,0.085,0.259,3.00614687820242e-20
Zdhhc2,9.22600227430512e-25,0.39069945401328,0.316,0.065,3.06091077454621e-20
Oplah,1.01606793268423e-24,-0.456852735547186,0.037,0.178,3.37100858026645e-20
Lix1,1.04400896092405e-24,-0.40476807661429,0.04,0.185,3.46370852965773e-20
Atxn10,1.11105722810949e-24,0.423674837200844,0.746,0.428,3.68615456569884e-20
Ssbp1,1.1222722736739e-24,0.372796001505163,0.708,0.342,3.7233627223679e-20
Naa35,1.16273476141774e-24,0.320972762054314,0.522,0.212,3.85760511795564e-20
Slc35g2,1.17882391923493e-24,-0.547917562209661,0.114,0.3,3.91098411684572e-20
Ddx54,1.20590401663725e-24,0.354268330960558,0.547,0.227,4.00082775599742e-20
Ap3b2,1.21392614400124e-24,0.304533592109993,0.37,0.097,4.02744276795292e-20
Prkacb,1.22210683646087e-24,0.371064466407413,0.465,0.164,4.05458385132623e-20
Ppp1r11,1.23776307914854e-24,0.322456243143152,0.678,0.327,4.10652656769111e-20
5330429C05Rik,1.24822379810361e-24,-0.337555699160606,0.007,0.104,4.14123209496833e-20
Txnrd3,1.25023473657153e-24,0.254424588668057,0.268,0.034,4.14790378552336e-20
Snrnp25,1.31340475278951e-24,0.322804608733452,0.339,0.077,4.35748294832976e-20
Camk2n2,1.3483272944889e-24,0.309254176483444,0.311,0.061,4.47334546492584e-20
Htra2,1.56812220402608e-24,0.330763255384447,0.392,0.113,5.20255903629733e-20
Tonsl,1.77671537105588e-24,0.571454865352112,0.21,0.005,5.89460858655209e-20
Mlec,1.78908068592685e-24,0.288026940781643,0.494,0.176,5.9356329916995e-20
Gyg,1.86314206061835e-24,0.305350957730537,0.439,0.144,6.18134641451349e-20
Gins4,1.87848347867276e-24,0.288265922891335,0.313,0.061,6.23224463719262e-20
Cdkl2,2.0756183317324e-24,0.272132329637528,0.237,0.018,6.8862789391886e-20
Znhit6,2.07668965104418e-24,0.337239585073442,0.485,0.18,6.88983325526928e-20
Col8a1,2.10953205713772e-24,0.354541447365667,0.206,0.002,6.9987945059658e-20
Col1a2,2.15571702683911e-24,-0.461217009177543,0.067,0.23,7.15202237994412e-20
Gadd45gip1,2.23255674115876e-24,0.331277434694155,0.739,0.372,7.40695350014241e-20
St3gal6,2.2772950630725e-24,0.29344905059585,0.279,0.043,7.55538183075563e-20
Bola1,2.47879078176405e-24,0.351723861320971,0.461,0.16,8.22388417665858e-20
Spata33,2.49925701789472e-24,0.350336872006447,0.244,0.023,8.2917850082693e-20
Srp14,2.52489836678022e-24,0.414666850109866,0.863,0.532,8.37685531146674e-20
Pcolce2,2.71681243632025e-24,0.327088972764711,0.228,0.014,9.01356861997971e-20
Mcm3,2.8089678276735e-24,0.39945795382341,0.27,0.038,9.31931256187236e-20
Ociad2,3.11725901620061e-24,0.396463783391337,0.242,0.023,1.03421302380488e-19
Trappc3,3.24828497077186e-24,0.264590741731252,0.525,0.2,1.07768350475298e-19
Ier5,3.25081280939764e-24,0.576636712053969,0.585,0.297,1.07852216577386e-19
Pin1,3.30078273205325e-24,0.336240703647805,0.741,0.376,1.09510068701331e-19
Pcnp,3.31345622192212e-24,0.368158306683436,0.778,0.432,1.0993053707471e-19
Ncs1,3.47105791208561e-24,0.256462805656133,0.379,0.099,1.15159288349264e-19
Rasl11a,3.50134600977723e-24,-0.817812402543966,0.122,0.306,1.16164156566379e-19
Tshz2,3.88405733298704e-24,0.466137068268108,0.506,0.196,1.28861370136511e-19
Nptxr,3.88922463273831e-24,0.265331019800225,0.237,0.02,1.29032805640359e-19
Nppc,4.08204031834422e-24,0.45965872404786,0.215,0.009,1.35429851641706e-19
Rcl1,4.08515271864898e-24,0.30308578675399,0.351,0.088,1.35533111746617e-19
Epb41l4b,4.09457749336696e-24,0.250609323576233,0.207,0.005,1.35845797497436e-19
Eif4h,4.58742332937196e-24,0.366625131627373,0.754,0.414,1.52196943798574e-19
Pabpc4,4.69921738992457e-24,0.298814997700653,0.457,0.16,1.55905935345528e-19
Rbmx2,4.7480055050923e-24,0.297910847708345,0.289,0.05,1.57524578642447e-19
Als2cl,4.83789542229206e-24,-0.325283385911751,0.02,0.137,1.60506856425384e-19
Cmbl,4.92524028554501e-24,-0.378969594373683,0.028,0.158,1.63404696953527e-19
Map6,5.08866169524449e-24,0.287990327701828,0.259,0.032,1.68826529063126e-19
Smc4,5.4885764705859e-24,0.285135002509503,0.267,0.036,1.82094501564628e-19
Plekhm2,5.62551474653059e-24,-0.661924145548481,0.156,0.34,1.86637702745646e-19
Lyrm2,5.79718153600197e-24,0.291081750757981,0.42,0.133,1.92333091819938e-19
Cited2,5.88397386542646e-24,0.523073390078505,0.417,0.14,1.95212600933254e-19
Nuf2,6.17548991400535e-24,0.290061539211735,0.228,0.016,2.04884228876956e-19
Serf1,6.23169872171679e-24,0.296643775236517,0.306,0.056,2.06749068490398e-19
Nsmce3,6.58521248064719e-24,0.313847214423187,0.451,0.155,2.18477594470432e-19
Cetn4,6.82171846081177e-24,0.300968249366275,0.321,0.07,2.26324153374352e-19
Adhfe1,6.87862328263003e-24,-0.364786321186217,0.019,0.135,2.28212084647816e-19
Sez6,7.33736487512735e-24,0.335800408187004,0.255,0.032,2.434317544621e-19
Snrpb2,7.35505952055124e-24,0.27872437110992,0.628,0.266,2.44018809713329e-19
Rala,7.45415009544995e-24,0.376735890661905,0.573,0.264,2.47306337716743e-19
Nav3,7.68219645072424e-24,-1.08132186304829,0.356,0.507,2.54872231645678e-19
2810004N23Rik,7.74356557724402e-24,0.309242787098634,0.583,0.248,2.56908275156225e-19
Tmem159,7.91559824920935e-24,0.298106880867353,0.205,0.005,2.62615803114018e-19
Boc,8.02899404846296e-24,-0.574997487933273,0.086,0.255,2.66377935545856e-19
Katnb1,8.10949727688367e-24,0.284736915525553,0.314,0.065,2.6904879115517e-19
Iqgap2,8.68527163487294e-24,0.393965938132534,0.452,0.162,2.88151257030179e-19
Lrwd1,9.06077806888232e-24,0.28335293683766,0.3,0.056,3.00609433991309e-19
Flot1,9.15302687083284e-24,0.276902781082127,0.684,0.311,3.03669972493621e-19
Tpd52,9.57498407353382e-24,0.342849946681982,0.474,0.173,3.17669246607632e-19
Diaph1,1.04106201849845e-23,0.299545960295832,0.428,0.144,3.45393145877232e-19
Iqca,1.07501105248467e-23,0.252358531018386,0.2,0.002,3.5665641688284e-19
Wbp11,1.11817175951079e-23,0.337761826685276,0.58,0.268,3.70975844652896e-19
Tceal3,1.16557115963569e-23,0.299094556511086,0.412,0.128,3.86701543632335e-19
Mrpl22,1.22344424849223e-23,0.261450025318059,0.499,0.18,4.05902098322267e-19
Fads3,1.23086792948079e-23,-0.590683971884146,0.095,0.266,4.0836505296384e-19
Lsm10,1.26233419708286e-23,0.298633456427517,0.279,0.045,4.18804616566181e-19
Slc25a24,1.31227450485525e-23,0.250093847595658,0.244,0.025,4.35373312475826e-19
Rgs19,1.37355526004181e-23,0.290011201132855,0.256,0.032,4.55704428624072e-19
Ncam1,1.38629075464732e-23,-0.898860329663309,0.455,0.572,4.59929683669343e-19
Hnrnph3,1.42520472591547e-23,0.255197160540561,0.539,0.212,4.72840171916974e-19
Cgref1,1.44324204123873e-23,0.291333194048137,0.28,0.047,4.78824412021774e-19
Diablo,1.46292351828387e-23,0.322371415282331,0.59,0.266,4.85354135661041e-19
Flot2,1.47148222963899e-23,0.328583598482036,0.455,0.162,4.88193659327329e-19
Mamdc2,1.48598447716214e-23,0.292357681220491,0.207,0.007,4.93005069988083e-19
Mplkip,1.52034590823299e-23,0.307460785722269,0.438,0.151,5.04405161974459e-19
Scamp3,1.54208284100843e-23,0.293922506183164,0.56,0.227,5.11616824161366e-19
Ndufa1,1.59108810984328e-23,0.335756835770888,0.793,0.446,5.27875302202704e-19
Arpp19,1.6131155844078e-23,0.35012946497184,0.887,0.545,5.35183357438974e-19
Ndufab1,1.61841302554728e-23,0.391140660240485,0.923,0.608,5.36940889485821e-19
Hspb1,1.62264525369046e-23,0.853558688805151,0.989,0.953,5.38345015816882e-19
Dusp14,1.6998575585145e-23,0.344809060731584,0.234,0.02,5.63961742188354e-19
Wasf3,1.74743983389956e-23,-0.656374542832161,0.161,0.345,5.79748113692856e-19
Trp53i13,1.80321403386584e-23,0.325435781771238,0.618,0.277,5.98252320015671e-19
Smc6,1.82250534546221e-23,0.314933169859355,0.55,0.23,6.04652598463998e-19
Glrx3,1.87627145004674e-23,0.307971706348123,0.74,0.381,6.22490578982006e-19
Myadm,2.00517149897012e-23,0.266469436401446,0.221,0.014,6.65255748213317e-19
Abhd11,2.01465736813345e-23,0.327398689237089,0.594,0.27,6.68402875025635e-19
Svbp,2.03429304643061e-23,0.267801555220108,0.532,0.207,6.74917404014285e-19
Rnps1,2.08581382147715e-23,0.354289642001206,0.665,0.318,6.92010451551475e-19
Ivd,2.08650315021427e-23,-0.513496660507406,0.071,0.232,6.92239150146587e-19
1810037I17Rik,2.35365868739895e-23,0.294529858004381,0.913,0.59,7.80873342718349e-19
Spag6l,2.35679934086599e-23,0.267029915959704,0.198,0.002,7.81915317319108e-19
Cirbp,2.3601344211787e-23,0.308032448122647,0.579,0.261,7.83021796914456e-19
Shmt1,2.36476697802131e-23,0.271682960180156,0.201,0.005,7.84558740298129e-19
Cad,2.55535800690458e-23,0.274142075879832,0.334,0.079,8.47791125950731e-19
Zfp704,2.68001758105461e-23,0.25433788515721,0.274,0.043,8.89149432866488e-19
Pla2g12a,2.75039281029874e-23,0.325097883160383,0.391,0.117,9.12497822672811e-19
Cryzl1,2.76337967701395e-23,0.289013429873443,0.361,0.092,9.16806475442918e-19
G530011O06Rik,2.76706086876926e-23,-0.278557721083409,0.012,0.115,9.18027784431578e-19
Ntan1,2.88874403966747e-23,0.25125780027016,0.457,0.155,9.58398610040477e-19
Hspa4,2.96058493910988e-23,0.453047807599235,0.655,0.372,9.82233265248486e-19
Bop1,3.06245998989387e-23,0.281172009084671,0.432,0.144,1.01603235084709e-18
Cnn3,3.16654394201874e-23,0.389231411230151,0.993,0.919,1.05056428364356e-18
Immp1l,3.21071188565665e-23,0.264445470329304,0.522,0.2,1.06521788230431e-18
Itgb4,3.27407797282715e-23,0.267958577625659,0.192,0,1.08624084904486e-18
Csnk1g2,3.43257685344223e-23,0.254540452034215,0.387,0.115,1.13882602266653e-18
Tmem256,3.51918224950093e-23,0.413376968402815,0.852,0.516,1.16755909491692e-18
Mrpl2,3.52802315898925e-23,0.336082131070587,0.615,0.293,1.17049224345786e-18
Aamp,3.5434054239565e-23,0.377966037839931,0.79,0.45,1.17559561750605e-18
Arpc3,3.80496096438455e-23,0.343157530851141,0.781,0.448,1.26237189915386e-18
1810026B05Rik,4.00429064757054e-23,-0.746667613265532,0.167,0.342,1.32850350814448e-18
Cers2,4.09184920401789e-23,0.305231734587623,0.691,0.347,1.35755281041702e-18
Clip4,4.33146122051244e-23,0.301656643552758,0.431,0.146,1.43704888912941e-18
Usp1,4.57468307410971e-23,0.293050667225153,0.349,0.092,1.51774260349738e-18
Irak1bp1,4.62805806579621e-23,0.252650610676235,0.336,0.079,1.53545082448921e-18
Flrt2,4.73491236623015e-23,-0.428337065612454,0.051,0.2,1.57090187574418e-18
Naa20,4.77655884192282e-23,0.301352843483218,0.624,0.295,1.58471892698473e-18
Pdha1,4.85633176804926e-23,0.323826964290112,0.66,0.32,1.6111851906857e-18
Parp1,4.93028016402095e-23,0.252248289357679,0.367,0.099,1.63571905001723e-18
Itpr1,5.02616444557027e-23,-0.805277838550351,0.144,0.32,1.66753057810685e-18
Gnas,5.10205847209307e-23,0.545897034278112,0.897,0.768,1.69270993928632e-18
Rpa2,5.26157308368109e-23,0.323435022799371,0.32,0.074,1.74563210197288e-18
Rbis,5.49793162549962e-23,0.340307036852655,0.711,0.363,1.82404877539201e-18
Mok,5.84664614520922e-23,0.269062523641653,0.208,0.009,1.93974179159606e-18
Ubtf,5.86404679755374e-23,0.332487033535659,0.517,0.214,1.9455148060244e-18
Phactr4,6.22328355889335e-23,0.368225430229421,0.476,0.187,2.06469878633405e-18
P4ha3,6.31763109262161e-23,-0.630497005433148,0.119,0.293,2.09600046759907e-18
Exosc1,7.1672937170843e-23,0.303745263166703,0.506,0.2,2.37789303651706e-18
Vasp,7.76442974805461e-23,0.291525219379964,0.467,0.171,2.57600485751208e-18
Ccs,7.91319315167754e-23,0.256529940237212,0.556,0.221,2.62536009193206e-18
Arpin,7.96758472435815e-23,0.283319092688249,0.307,0.065,2.6434055840003e-18
2610301B20Rik,7.99189510299082e-23,0.259492033835455,0.36,0.097,2.65147103831927e-18
Noct,8.2036857650294e-23,0.367913912001568,0.516,0.214,2.7217368262638e-18
Gadd45a,8.59473936826747e-23,0.449716546143002,0.44,0.158,2.8514766802101e-18
Stn1,8.62553697493109e-23,0.282696274164528,0.222,0.016,2.86169440217289e-18
Cib1,8.79506880477938e-23,0.312765103431827,0.548,0.23,2.91793997736165e-18
Glis3,8.84238224301883e-23,0.280085078406134,0.304,0.063,2.93363715676636e-18
Ppp4c,9.11569814760961e-23,0.337879280415765,0.631,0.293,3.02431517443244e-18
Fbxo6,9.85071015584997e-23,0.289987082161977,0.458,0.164,3.26817010840634e-18
Smc2,1.03094749688753e-22,0.306888497696938,0.244,0.029,3.42037451042377e-18
Dnah9,1.04266670790131e-22,0.252783004496091,0.192,0.002,3.45925533680418e-18
Tenm3,1.10098538787851e-22,0.250937913750927,0.245,0.029,3.65273922136452e-18
Folr1,1.25282522461612e-22,0.27857051134472,0.187,0,4.15649824770891e-18
Adamts1,1.27337330802903e-22,-1.09129365832731,0.494,0.59,4.2246706240479e-18
Chrac1,1.27959147706824e-22,0.266302541284355,0.373,0.11,4.24530064346929e-18
Npdc1,1.32337159453851e-22,0.31438117853239,0.769,0.394,4.3905499392004e-18
Atf3,1.33684031300594e-22,1.03355858143062,0.549,0.279,4.4352351064598e-18
Pcbd2,1.34185465363949e-22,0.320972083243634,0.384,0.115,4.45187118437975e-18
Calr,1.38583971314993e-22,0.419893189894522,0.905,0.633,4.59780041631751e-18
Rcn1,1.38629405004614e-22,0.28954058645596,0.391,0.122,4.59930776983809e-18
Ube2r2,1.39684278087439e-22,0.301768550839962,0.577,0.25,4.63430529410697e-18
Hdac1,1.42158525024956e-22,0.256244034913367,0.507,0.194,4.71639338475297e-18
Dcakd,1.42914908989721e-22,0.271865534528045,0.289,0.054,4.74148793555198e-18
Ssbp3,1.45284255822816e-22,0.258014701054137,0.391,0.117,4.82009575543355e-18
Cenpb,1.46034073877079e-22,0.335467343543165,0.501,0.207,4.84497246901984e-18
Asna1,1.52430831332309e-22,0.263106508788808,0.548,0.218,5.057197691112e-18
Zc3h7a,1.54565976874546e-22,-0.7695271503694,0.214,0.39,5.12803541476682e-18
Rpl36-ps3,1.56551399627453e-22,0.477934640730002,0.186,0,5.19390578544001e-18
Pecr,1.57253471174294e-22,0.257023546273175,0.227,0.02,5.21719841314954e-18
Rpgrip1,1.60138431240974e-22,0.421096237873171,0.34,0.092,5.31291273328181e-18
Spef1,1.81610553054886e-22,0.283592416628208,0.219,0.016,6.02529331870195e-18
Me1,1.87084918994948e-22,-0.72103254185077,0.201,0.378,6.20691635749538e-18
Nap1l4,1.92496853829805e-22,0.25420524562113,0.657,0.315,6.38646811951143e-18
Cycs,1.94608515530691e-22,0.37462655220464,0.94,0.676,6.45652671976175e-18
Myg1,2.01516011007693e-22,0.262928200016189,0.416,0.133,6.68569669720224e-18
Bod1,2.0650285060911e-22,0.272132616676004,0.427,0.144,6.85114507465844e-18
Pgm2,2.1057480018368e-22,0.30792362280764,0.439,0.155,6.98624014569396e-18
Tor1aip1,2.33043313081433e-22,-0.797174188339455,0.327,0.48,7.73167799810269e-18
Ino80b,2.34563797724299e-22,0.266792118071754,0.443,0.158,7.78212311709907e-18
Timm10,2.35004687360492e-22,0.302914906777936,0.665,0.322,7.79675051255903e-18
Pcdhb14,2.4170867282708e-22,-0.291633612644158,0.016,0.122,8.01916863838403e-18
Pam,2.43511491505394e-22,0.323883118806677,0.395,0.122,8.07898075367445e-18
Sema4b,2.43799115365276e-22,-0.739085468752594,0.264,0.439,8.08852325047377e-18
Spag17,2.44320600774299e-22,0.288060802040962,0.194,0.005,8.10582457188892e-18
Pigf,2.4485225780257e-22,0.2544512278194,0.292,0.056,8.12346335711588e-18
Dap,2.48938282190509e-22,0.257118261449229,0.392,0.119,8.25902538823451e-18
Gas8,2.549755237472e-22,0.317314600854739,0.368,0.108,8.45932295136086e-18
Pdia3,2.60096444176825e-22,0.420750566922385,0.87,0.637,8.62921972845453e-18
Flii,2.68638632578427e-22,0.32808746398148,0.53,0.23,8.91262391305447e-18
Hspa2,2.80718375319754e-22,0.38519318149116,0.711,0.383,9.31339353798348e-18
Pak2,3.13970007558152e-22,0.348379079387965,0.635,0.324,1.04165829407568e-17
Cisd3,3.42648754351368e-22,0.385322863786564,0.334,0.088,1.13680577231153e-17
Crtap,3.81419387681076e-22,0.25449727915515,0.265,0.043,1.2654351025095e-17
Slc15a2,3.93955447350387e-22,-0.395877664870843,0.041,0.178,1.30702598767438e-17
Hmbs,3.94415421117214e-22,0.298475301294373,0.321,0.077,1.30855204264058e-17
Adra2a,3.97186875558001e-22,-0.409414683505653,0.03,0.153,1.31774689703878e-17
Trim27,4.24037198816017e-22,0.252046414145413,0.317,0.074,1.4068282145119e-17
Morn2,4.28555660526031e-22,0.28878203284767,0.363,0.104,1.42181911492721e-17
Dnajb13,4.91258877343191e-22,0.260303122986791,0.191,0.005,1.6298495773615e-17
Tpm1,5.15685499045096e-22,0.412499865996529,0.597,0.284,1.71088978018192e-17
Faap20,5.30969051636767e-22,0.265391018844085,0.335,0.086,1.7615960226153e-17
Rap1a,5.84160621439992e-22,0.267899048049157,0.679,0.327,1.93806969375146e-17
Hs3st3b1,6.05481272249896e-22,-0.761728014186286,0.152,0.327,2.00880521694348e-17
Entpd2,6.44649767849615e-22,-0.480405635086463,0.086,0.245,2.13875453479467e-17
Nsmce1,6.5987512871743e-22,0.338627237569267,0.687,0.354,2.18926771454582e-17
Mrpl13,6.71120975957782e-22,0.261572877830309,0.582,0.264,2.22657806193513e-17
Grwd1,6.76178245307486e-22,0.277105998230045,0.424,0.142,2.24335656445665e-17
Phpt1,7.6896020684317e-22,0.268815358922179,0.627,0.273,2.55117927824359e-17
Npc2,7.69349041658989e-22,-0.781929549569953,0.626,0.658,2.55246931551203e-17
Ahcyl2,7.73234025255787e-22,-0.811093626358891,0.232,0.401,2.56535852559112e-17
Hnrnph1,7.73331597048484e-22,-0.735917046331422,0.633,0.698,2.56568223952776e-17
B3glct,8.27328623285129e-22,0.275342622464148,0.427,0.151,2.74482817347307e-17
Fam92a,8.33137895607287e-22,0.286144987411573,0.505,0.207,2.76410159625629e-17
Nucb2,8.54808863490289e-22,0.261147369608234,0.198,0.009,2.83599936640173e-17
Ewsr1,9.23233791054827e-22,0.342055201208373,0.819,0.514,3.0630127485826e-17
Syt5,9.71485279522751e-22,0.26368781206651,0.217,0.018,3.22309671187263e-17
Zmat2,1.00521376262146e-21,0.262690054928479,0.743,0.405,3.33499770024922e-17
Gars,1.01098462076282e-21,0.252279056654921,0.497,0.2,3.3541436763048e-17
Col11a1,1.04554007507082e-21,0.28766197881155,0.229,0.025,3.46878830706247e-17
Dgcr6,1.04625988059853e-21,0.259995722856212,0.532,0.221,3.47117640586175e-17
Slc19a1,1.07358419538701e-21,0.260852389452151,0.268,0.047,3.56183028503549e-17
Gnai2,1.18495564547166e-21,0.406586920210047,0.85,0.622,3.93132734498132e-17
Lamc2,1.18735954838956e-21,0.275488238689194,0.21,0.016,3.93930277369204e-17
Psme3,1.19809762585533e-21,0.328983796773918,0.507,0.212,3.97492849330023e-17
Actr3,1.26478036091184e-21,0.325587334762325,0.735,0.399,4.19616180339722e-17
Vbp1,1.27003625869338e-21,0.254294591498308,0.607,0.27,4.21359929546701e-17
Tmed3,1.34270773449903e-21,0.276862045287691,0.533,0.223,4.45470145074742e-17
Ccnd2,1.4319841010744e-21,0.413174390875037,0.756,0.441,4.75089365213454e-17
Avpi1,1.46136102050751e-21,0.328968518669747,0.635,0.313,4.84835745773778e-17
Sec11c,1.4664557064027e-21,0.41336636113941,0.735,0.412,4.86526009713224e-17
Pcdh1,1.48649068767044e-21,-0.323270000785785,0.032,0.155,4.93173015448423e-17
Rnf182,1.49556851586684e-21,0.258896386549594,0.377,0.108,4.96184766509143e-17
Gm973,1.49665496703238e-21,0.265601720355369,0.245,0.034,4.96545218412332e-17
Smim11,1.49829771255978e-21,0.283323233930002,0.496,0.191,4.97090232095957e-17
Gfra2,1.50165431888865e-21,0.279346863921269,0.219,0.02,4.98203853377688e-17
Pml,1.55235551935081e-21,-0.491629520221236,0.068,0.218,5.15024990655019e-17
Cdc26,1.56269373623026e-21,0.250457068992937,0.575,0.248,5.18454900869115e-17
Pwp1,1.66492511829408e-21,0.262688405883202,0.312,0.074,5.52372206496428e-17
Nop14,1.68976872682693e-21,0.320090247593865,0.576,0.273,5.6061457049937e-17
1110065P20Rik,1.72026098126375e-21,0.255364261251067,0.428,0.146,5.70730985753873e-17
Pnisr,1.82778044250565e-21,-0.907149011992359,0.6,0.635,6.06402717410101e-17
Ube2k,2.05664596400486e-21,0.286821330182698,0.654,0.327,6.82333431477892e-17
Rnf126,2.12097832577379e-21,0.273584245095805,0.355,0.101,7.03676979141969e-17
Mir99ahg,2.25000668433609e-21,-0.825898724735717,0.218,0.387,7.46484717662186e-17
Acot5,2.32195393486299e-21,0.271888620615631,0.181,0.002,7.70354656969495e-17
Nxt1,2.51199931616967e-21,0.264752011585301,0.365,0.108,8.3340601312561e-17
Zc3h14,2.57819082187356e-21,0.324924637543438,0.44,0.169,8.55366368972992e-17
Ppp1r2,2.7345322688203e-21,0.373791641570467,0.736,0.421,9.0723577082651e-17
Helz2,2.75583606512907e-21,-0.395456538045876,0.036,0.162,9.14303731327873e-17
1700028P14Rik,2.77442406232319e-21,0.271529028382178,0.177,0,9.20470671156966e-17
Mrpl20,2.81342659705922e-21,0.319283961563182,0.755,0.417,9.33410542106336e-17
Gm6133,3.00238685581433e-21,0.328580442720721,0.198,0.011,9.96101887153522e-17
Mitd1,3.20899889261345e-21,-0.555616066671124,0.114,0.284,1.06464956260236e-16
Efnb1,3.25546057264164e-21,0.26924368994356,0.261,0.045,1.08006415418532e-16
Oxr1,3.64192835283244e-21,0.376823063710216,0.527,0.234,1.20828256961922e-16
Ndrg4,3.72181059425602e-21,-0.313158932856791,0.026,0.142,1.23478510085632e-16
Ift27,4.1020997274521e-21,0.291840453133972,0.459,0.176,1.36095362657678e-16
Erp29,4.15846744237536e-21,0.299748837450638,0.718,0.378,1.37965474335687e-16
Upf3a,4.31885710149094e-21,0.308620213364076,0.473,0.191,1.43286722056165e-16
Mesd,4.57842220155507e-21,0.259972423593908,0.529,0.221,1.51898313380992e-16
Dnm3,4.58035145189539e-21,-0.317378094417381,0.02,0.128,1.51962320119533e-16
Ccdc88a,4.74308744261997e-21,-0.908767091590737,0.399,0.525,1.57361412083803e-16
Snd1,4.75148577151149e-21,0.252825913670799,0.377,0.117,1.57640043441437e-16
Camk1,4.75399299151699e-21,0.304100659565699,0.286,0.061,1.57723225479559e-16
Tpr,4.81450391223669e-21,0.339911207281632,0.702,0.387,1.59730796296277e-16
Zc2hc1a,5.24635392222121e-21,0.252587516502012,0.361,0.108,1.74058284077533e-16
E130114P18Rik,5.48487402421864e-21,-0.401150745784262,0.055,0.198,1.81971665501502e-16
Dctn3,5.49827285936852e-21,0.280666005187684,0.737,0.381,1.82416198655269e-16
Uqcrq,5.67982761135019e-21,0.356357208754637,0.981,0.811,1.88439640661765e-16
Cox17,5.70139330659869e-21,0.327016520904848,0.863,0.514,1.89155125733025e-16
Fundc1,5.82636777046793e-21,0.282525363270845,0.344,0.099,1.93301403520814e-16
Irx3,5.85211994945045e-21,0.287429546564362,0.279,0.056,1.94155783562917e-16
Pcp4l1,5.89738776933637e-21,0.305521446305883,0.326,0.088,1.95657634023273e-16
Cfl2,6.05991055818666e-21,0.354703273892106,0.787,0.459,2.01049652588959e-16
Pih1d1,6.12465258115633e-21,0.290281294276202,0.32,0.083,2.03197598685024e-16
Tusc3,6.48077693256465e-21,0.305120809630164,0.642,0.315,2.15012736291697e-16
Klf15,7.23338463109175e-21,-0.346450200543195,0.022,0.131,2.39982001905731e-16
Armc10,7.48739817934179e-21,0.293422692574497,0.319,0.086,2.48409409396023e-16
Tmpo,7.76371331631916e-21,0.289666417690018,0.497,0.212,2.57576716695521e-16
Rgs2,7.89127834896772e-21,0.344950357030066,0.307,0.074,2.61808941783702e-16
Ift52,8.47401666828103e-21,0.276755862824328,0.31,0.079,2.8114245100356e-16
6820408C15Rik,8.65002620657513e-21,0.253839221205488,0.182,0.005,2.86981919455543e-16
Spryd3,9.22900365223659e-21,0.254218242762088,0.358,0.108,3.06190654170253e-16
Impad1,1.00228172613207e-20,-0.843707398858746,0.397,0.514,3.32527008278838e-16
Rfc3,1.01834632536422e-20,0.273718401994128,0.269,0.052,3.37856760366088e-16
Ei24,1.0188372557664e-20,0.27381094110947,0.507,0.218,3.38019636345619e-16
Fzd1,1.03940182087706e-20,-0.578051437777548,0.088,0.243,3.44842342112384e-16
Cotl1,1.09202562742937e-20,0.257705587555845,0.488,0.196,3.6230134241224e-16
Plscr3,1.20037045785821e-20,0.259376889698918,0.325,0.086,3.98246906803619e-16
Tmem230,1.20252059362606e-20,0.257112166326203,0.509,0.216,3.9896025734732e-16
Tmem41b,1.24355637620614e-20,-0.646203652080166,0.24,0.414,4.12574698933911e-16
Tbc1d10a,1.32817341693643e-20,-0.58627305915611,0.145,0.318,4.40648094536998e-16
Pdrg1,1.33450846812295e-20,0.258644325841222,0.597,0.277,4.4274987446915e-16
Sumo1,1.3462449096494e-20,0.29930638060984,0.762,0.435,4.46643673674381e-16
Tomm5,1.34701752317557e-20,0.330964994373749,0.772,0.43,4.4690000366396e-16
Naf1,1.54981358222254e-20,0.285910045731937,0.422,0.155,5.14181652173971e-16
Rpp21,1.56225389731485e-20,0.282942272834999,0.38,0.124,5.18308975512149e-16
