,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rap1gds1,1.68729268532727e-06,-0.473772565933346,0.322,0.376,0.0559793094211028
Aftph,1.68784258612426e-06,-0.481203694717071,0.249,0.315,0.0559975534798445
Znfx1,1.70998973827497e-06,-0.420968090765261,0.19,0.264,0.0567323295467487
Carmil1,1.71088892271501e-06,-0.426279405878226,0.159,0.232,0.0567621617889158
Rnf144a,1.76367203244065e-06,-0.400310617865343,0.137,0.214,0.0585133470202835
Tasor2,1.89421327279301e-06,-0.380513670252249,0.216,0.291,0.0628443137514535
Farp1,1.941857997168e-06,-0.516175795987986,0.236,0.302,0.0644250227720428
Dbndd2,1.97392606045046e-06,-0.499065280606161,0.392,0.444,0.0654889449075648
Igf1r,2.0908494987956e-06,-0.643234153991096,0.376,0.417,0.0693681138215418
Arrdc3,2.27020133188102e-06,-0.479706341566984,0.294,0.365,0.0753184695878165
Cuedc1,2.42599266303395e-06,-0.490475722246236,0.339,0.383,0.0804871585814774
Armcx3,2.46976163057227e-06,-0.284573893844375,0.101,0.173,0.0819392816174961
Cdc42ep4,2.4792198228898e-06,-0.492930929039547,0.273,0.333,0.0822530760640148
Pxdn,2.60330309739335e-06,-0.374990994496542,0.125,0.198,0.0863697868622191
Pmepa1,2.7009654142312e-06,-0.600883372790785,0.552,0.538,0.0896099295479484
Abhd17b,2.71708049669943e-06,-0.41461733142078,0.187,0.259,0.0901445796389971
Usp24,2.75776246481824e-06,-0.495019267612099,0.298,0.354,0.0914942852952747
Adgrb2,2.87345213192847e-06,-0.503915596849761,0.218,0.284,0.0953325213809908
Arhgap21,3.19156207987809e-06,-0.472590977133217,0.304,0.356,0.105886455124115
Gan,3.25821615656823e-06,-0.379750507882964,0.121,0.191,0.108097837426464
Pipox,3.37949425154247e-06,-0.4165251968465,0.171,0.245,0.112121480783425
Acox1,3.57317741152011e-06,-0.44058163730366,0.21,0.279,0.118547306982003
Luc7l2,3.71850642671262e-06,-0.499913786408799,0.667,0.604,0.123368887719045
Herc1,3.90789044927064e-06,-0.432016739561116,0.24,0.309,0.129652081435452
Fgfr1,4.34656607958442e-06,-0.478654317390958,0.554,0.538,0.144206022822372
Tnfrsf21,4.45374689959314e-06,-0.260092664642957,0.084,0.151,0.147761960887802
Arap2,4.48985956502132e-06,-0.515798689036275,0.479,0.491,0.148960070788712
Ccnk,4.50208023571795e-06,-0.300054349340261,0.108,0.178,0.149365515980414
Dop1a,4.63066624563022e-06,-0.361160499035396,0.15,0.221,0.153631614031274
Sox9,4.65592926436554e-06,0.334049012234499,0.891,0.77,0.154469765203855
Slc25a23,4.69421999385662e-06,-0.310586467597279,0.131,0.205,0.155740136736181
4932438A13Rik,4.84451736578939e-06,-0.41652476323866,0.168,0.236,0.160726552644795
Aak1,4.87158843065995e-06,-0.394194002292785,0.192,0.259,0.161624689364005
Mtmr11,4.88845487092383e-06,-0.661844907254077,0.249,0.309,0.16218426725264
Clasp1,4.93410551243913e-06,-0.380095818861503,0.198,0.268,0.163698818586193
Cox6c,5.15285965377611e-06,-0.332076141123923,0.99,0.919,0.17095642473333
Tmem9b,5.60683481969707e-06,-0.452767982385861,0.427,0.455,0.18601795881309
Mfap3,5.90721317349806e-06,-0.355111964757309,0.134,0.205,0.195983611457145
Smg5,5.93344386974841e-06,-0.376113723412748,0.168,0.239,0.196853867266643
Ankrd11,5.94258337792651e-06,-0.548206064933192,0.475,0.477,0.197157088729468
C130071C03Rik,6.32721070114579e-06,-0.436507105046694,0.186,0.255,0.209917869431914
Rbm26,6.33194930965809e-06,-0.512687397722284,0.35,0.394,0.210075082246526
Rnf139,6.4927071798865e-06,-0.379142227357759,0.216,0.284,0.215408546107095
5031439G07Rik,6.51873230079701e-06,-0.457192071999195,0.171,0.236,0.216271981543543
Dock5,6.58880116070232e-06,-0.286585811342442,0.055,0.113,0.218596656108621
Col16a1,6.67441079177628e-06,-0.457137160436612,0.166,0.236,0.221436926838762
Plekhg2,6.91805669406613e-06,-0.364716524716559,0.137,0.207,0.229520366939032
Paqr4,6.95803965873581e-06,-0.307165913417666,0.095,0.164,0.230846881757878
Tgoln1,7.00420814404787e-06,-0.536914789166328,0.454,0.45,0.232378613595076
Msi2,7.0612679695648e-06,-0.587328410692137,0.586,0.547,0.234271687426252
Tmem30a,7.12512741134504e-06,-0.444391208834369,0.547,0.527,0.236390352126194
Bpgm,7.3321468009356e-06,-0.472987584935378,0.212,0.279,0.243258634414641
Zfp950,7.45900715448944e-06,-0.313378498380216,0.134,0.205,0.247467480364496
Thoc1,7.70587139991338e-06,-0.411403200089084,0.251,0.313,0.255657695434926
Dhx36,7.91121280067305e-06,-0.448885902483385,0.424,0.448,0.26247030708793
Khdc4,8.45357114261867e-06,-0.499790910640856,0.273,0.327,0.28046412979866
Pgpep1,8.46717620753078e-06,-0.494625121397977,0.177,0.245,0.280915505037249
Rasa2,8.52537459452875e-06,-0.470344275880909,0.272,0.329,0.282846352922681
Gclm,8.65696575248655e-06,-0.568383487725445,0.516,0.502,0.287212152770246
Ddx24,8.97289745980024e-06,-0.537013946677465,0.736,0.604,0.297693819023792
Cmtr1,9.77984310981874e-06,-0.282898345233201,0.143,0.209,0.324465854854456
Trak1,9.93961502998977e-06,-0.393296656435343,0.193,0.259,0.329766607849971
Ubn2,1.03850123875942e-05,-0.542881293421046,0.421,0.439,0.344543555983213
Micall1,1.05191442265048e-05,-0.480515773482154,0.278,0.336,0.348993648002749
Parp8,1.07688246783767e-05,-0.272183582055396,0.07,0.131,0.357277296354503
Trim56,1.09191175702082e-05,-0.436927008362282,0.207,0.27,0.362263563626798
Lpcat1,1.1054582488882e-05,-0.260783027978347,0.121,0.189,0.366757883233638
Abcd3,1.29221697971738e-05,-0.522103968011052,0.366,0.399,0.428718827360835
Rapgef4,1.31841043112848e-05,-0.446856543235315,0.231,0.291,0.437409028735495
Jmjd1c,1.50353689272537e-05,-0.5643304883858,0.494,0.502,0.498828434899495
Samhd1,1.51822122859969e-05,-0.595806103853508,0.204,0.261,0.503700257012518
Atp5j2,1.58277950264639e-05,-0.381364242631468,0.929,0.829,0.525118755592993
Dusp8,1.60500725657524e-05,-0.281619370255812,0.071,0.131,0.532493257513968
Cry2,1.63146699125972e-05,-0.459620542218825,0.176,0.241,0.541271803690237
Zfc3h1,1.6776467260699e-05,-0.390376327952546,0.156,0.223,0.556592854308212
Mtmr1,1.74895400231262e-05,-0.251125733340144,0.065,0.122,0.580250469347257
Atg9a,1.78015477163685e-05,-0.29782836359531,0.107,0.171,0.590601948585957
Tmem117,1.84340049575619e-05,-0.269586057685809,0.116,0.182,0.611584982477031
Usp32,1.92336144996002e-05,-0.317346700390956,0.116,0.18,0.638113628253235
Nckap1,1.97856558468556e-05,-0.441883298070553,0.539,0.534,0.65642870403113
Elovl4,2.08940964474885e-05,-0.268091227386466,0.08,0.142,0.693203437838327
Slc14a1,2.154291246646e-05,-0.370347991594887,0.779,0.694,0.714729206899744
Whamm,2.30780383193141e-05,-0.306532510211044,0.121,0.187,0.765660077319885
Itsn2,2.31522759659699e-05,-0.327097191419376,0.159,0.225,0.768123059722983
Tmem33,2.35895106961637e-05,-0.468688248414607,0.593,0.543,0.782629196366623
Sh3bp4,2.36086750873829e-05,-0.28415830235425,0.107,0.171,0.783265013374102
Dmxl1,2.37400378854686e-05,-0.398855423798167,0.231,0.288,0.787623236926191
Enah,2.42789630287531e-05,-0.583174593898874,0.472,0.475,0.805503156404942
Sdf2,2.46188511694007e-05,-0.46405118742052,0.537,0.507,0.816779625247207
Tulp3,2.51215628875185e-05,-0.538224360776222,0.414,0.43,0.8334580919192
Zfyve27,2.58037190917619e-05,-0.322330549411717,0.146,0.214,0.856089988307384
Rc3h2,2.68028972535845e-05,-0.377848358666278,0.248,0.304,0.889239722182172
Tlk2,2.69362122856523e-05,-0.438253483050028,0.225,0.282,0.893662715001087
Atp9b,2.90056285831181e-05,-0.323526084055995,0.164,0.23,0.962319739502108
Rab4b,2.92618856159463e-05,-0.29773779650779,0.171,0.234,0.97082157908025
Olfm1,2.94944180810217e-05,-0.505896002956595,0.332,0.367,0.978536308674058
Nat8f1,2.95126633047441e-05,-0.267043520984283,0.095,0.16,0.979141630461495
Ndst1,3.04133256664412e-05,-0.468256627742551,0.316,0.351,1
Yipf5,3.05407817945692e-05,-0.441850315157876,0.406,0.423,1
Itfg1,3.12470486509655e-05,-0.483374766704566,0.387,0.41,1
Setd7,3.15605453437751e-05,-0.280914215225534,0.12,0.185,1
Lrp8,3.29853940374295e-05,-0.486789817503776,0.278,0.327,1
Flt1,3.32491356834813e-05,-0.35607180844141,0.093,0.155,1
Cltc,3.41752680613925e-05,-0.411430130568357,0.621,0.574,1
Ccnl1,3.50315172015669e-05,-0.575738406476255,0.541,0.523,1
Rab6a,3.63690814390054e-05,-0.396468380608182,0.662,0.606,1
Samd4,3.80083457318505e-05,-0.326247994175812,0.132,0.196,1
Dennd4a,3.88370952035055e-05,-0.274027717358262,0.11,0.173,1
Mtss2,3.92571737614153e-05,-0.438218215199867,0.191,0.25,1
Dmtf1,4.07839512899818e-05,-0.381268699741768,0.188,0.248,1
Emc1,4.11654803170174e-05,-0.431224157424368,0.271,0.322,1
Sort1,4.19816066488967e-05,-0.279166251330346,0.056,0.108,1
Pcgf5,4.20250180469766e-05,-0.425520902134935,0.326,0.363,1
Usp25,4.38786177562514e-05,-0.41589294344728,0.212,0.268,1
Slc25a33,4.53849365636417e-05,-0.401193328142602,0.259,0.309,1
Rnf19b,4.62547125708714e-05,-0.469253004110918,0.337,0.374,1
Agrn,4.62917565092326e-05,-0.304952866847336,0.097,0.155,1
Eepd1,4.67872534974654e-05,-0.291449361396216,0.134,0.198,1
Ank,5.00808678366927e-05,-0.424380485063624,0.279,0.329,1
Edc4,5.28369237338786e-05,-0.276715371239453,0.115,0.176,1
Mocs2,5.54645932292215e-05,-0.457540818844681,0.356,0.39,1
Acvr1b,5.84295047924254e-05,-0.279953974050308,0.101,0.16,1
Itsn1,6.04933518009361e-05,-0.377906535293292,0.17,0.225,1
Jak1,6.59184103363139e-05,-0.507559043968261,0.466,0.462,1
Metap1d,6.7608933385801e-05,-0.334241698470562,0.126,0.189,1
Ndfip1,6.80738916984044e-05,-0.345697912737418,0.604,0.651,1
Epm2aip1,7.54243009417676e-05,-0.356118843196701,0.154,0.212,1
Cadm3,7.74697322477937e-05,-0.362801503491922,0.122,0.182,1
Copb1,7.78981213275154e-05,-0.403515339212573,0.503,0.498,1
Ctsc,7.91166635297216e-05,-0.317587567685879,0.116,0.178,1
Mon2,8.04253243693732e-05,-0.399257770670612,0.184,0.241,1
Taf7,8.12237753929714e-05,-0.588903961726954,0.167,0.223,1
Zfp521,8.52892384379343e-05,-0.272814234247692,0.07,0.124,1
Gripap1,8.70862684490545e-05,-0.322101886508241,0.187,0.245,1
Zfp24,8.86120890637548e-05,-0.432799459362458,0.306,0.345,1
Vezt,8.9161024385541e-05,-0.384000519563208,0.168,0.227,1
Pop1,8.95683777822582e-05,-0.271382687573395,0.131,0.194,1
Ampd3,9.13350794690809e-05,-0.534208740920687,0.31,0.347,1
Pikfyve,9.20579702753337e-05,-0.348215036054992,0.162,0.221,1
Ogfr,9.22534135421172e-05,-0.432126943641929,0.318,0.36,1
Tpbg,9.31097791663699e-05,-0.325355227537172,0.104,0.164,1
Map1lc3b,9.3806845249579e-05,-0.377521104385383,0.851,0.721,1
Scara3,9.43535666734694e-05,-0.316584182370434,0.129,0.189,1
Med13,9.57896426644722e-05,-0.400581968463709,0.253,0.3,1
Tjp1,9.81156182333216e-05,-0.414117807474203,0.414,0.43,1
Pomt2,9.95843411786703e-05,-0.264906841635051,0.117,0.178,1
Msrb2,9.96898925760602e-05,-0.292975275637556,0.103,0.16,1
Kmt5b,0.000100144304863269,-0.451386213358879,0.242,0.291,1
Il1rap,0.000109095725806584,-0.312396425991202,0.132,0.191,1
Plpp1,0.00011115537582034,-0.372451007622879,0.194,0.255,1
Slc25a44,0.00011556342501806,-0.270376261399618,0.086,0.142,1
Zzef1,0.000116515954036368,-0.290362250247014,0.152,0.209,1
Nsmaf,0.000120618940475519,-0.361276075078923,0.145,0.203,1
Fam193b,0.000121786764200506,-0.330394660186032,0.096,0.151,1
Ythdf3,0.000122740193480348,-0.389947129828025,0.21,0.261,1
Mfsd14b,0.000124755851167405,-0.317027310821546,0.174,0.232,1
Mbd1,0.000126078460606775,-0.303970113988885,0.15,0.207,1
Faf2,0.0001285993755783,-0.460719042790685,0.39,0.399,1
Tmem259,0.000129424947578401,-0.388441512342769,0.295,0.331,1
Aldh7a1,0.000132636437767059,-0.425682334601802,0.249,0.304,1
Zfp322a,0.000133102485272296,-0.276856175836111,0.11,0.169,1
Trappc11,0.000133427071552078,-0.276130665047271,0.138,0.196,1
Aacs,0.000134354365262268,-0.25764593828503,0.137,0.198,1
Scp2,0.000137143061478648,-0.478326782357476,0.669,0.592,1
Xpr1,0.000141212074524248,-0.378495584536366,0.258,0.304,1
Ugp2,0.000141445023214971,-0.51500427131605,0.385,0.405,1
Paxbp1,0.000149703768897667,-0.435729611407657,0.222,0.27,1
Slc12a4,0.000151680536944875,-0.448531898655179,0.401,0.412,1
Zfp318,0.000154610657689786,-0.527030871454509,0.182,0.236,1
Alas1,0.000164517420555288,-0.290018047153272,0.134,0.194,1
Cdip1,0.000168095540275353,-0.474040066006693,0.234,0.277,1
Gtpbp2,0.000170934770938362,-0.312569873590101,0.162,0.221,1
Camta1,0.000181370486501267,-0.452767795356854,0.365,0.39,1
Rlf,0.000185076110330785,-0.371752930476618,0.203,0.25,1
Ifrd1,0.000186081653567369,-0.373190556542245,0.784,0.678,1
Rbm5,0.000195003077897059,-0.477440901055986,0.389,0.405,1
Reep3,0.000198961500912595,-0.402110149936914,0.484,0.48,1
Atp11b,0.000201133562814585,-0.421434983013679,0.197,0.248,1
Ogt,0.000210226022055753,-0.506721893309695,0.531,0.498,1
Hbp1,0.00021552144780615,-0.288396914266962,0.153,0.212,1
Hdac7,0.000221132233138858,-0.321964775398113,0.109,0.162,1
Ric3,0.000223635100199558,-0.453948256299761,0.397,0.405,1
Arglu1,0.00022935546272798,-0.418322336215773,0.609,0.556,1
Ppwd1,0.000229355915427839,-0.252012758158114,0.098,0.153,1
Anapc16,0.000229417197432633,-0.415888788346618,0.367,0.394,1
Mbnl1,0.000230169556369555,-0.446813847886178,0.352,0.372,1
Pnn,0.000232742031181677,-0.494633390288112,0.61,0.543,1
Pccb,0.000234142815530711,-0.264970989017984,0.112,0.169,1
Creg1,0.000234902177748665,-0.342572665241648,0.289,0.333,1
Krit1,0.000235139597529568,-0.460762545160233,0.421,0.423,1
Ranbp2,0.000235656077356737,-0.613125899892459,0.358,0.378,1
Mmut,0.000235902306444797,-0.346071030638057,0.166,0.221,1
Tnpo1,0.000238710039851081,-0.419439120957222,0.37,0.394,1
Leng8,0.000253525332647413,-0.377747980236127,0.296,0.331,1
Zfp266,0.000254385137365305,-0.312998105263758,0.259,0.306,1
Ube2f,0.00026049453523698,-0.404300876102846,0.412,0.419,1
Ppp1r9b,0.000260764996270226,-0.403372260846616,0.269,0.306,1
Chpf2,0.000268791792571655,-0.287284673409653,0.123,0.178,1
Utrn,0.000270172476470953,-0.510490583947704,0.319,0.354,1
Chd6,0.000277018825814939,-0.412636320632102,0.313,0.342,1
Lnpk,0.000282783427432836,-0.319545890592427,0.192,0.245,1
Atf4,0.000282926522548636,-0.417322873568305,0.755,0.651,1
Ggh,0.000286187543568834,-0.34389498734103,0.267,0.311,1
Abhd13,0.000289768037562797,-0.265695064412809,0.116,0.169,1
Apmap,0.000299484308570101,-0.345778020311456,0.181,0.234,1
Timm23,0.000309396466861934,-0.383159309653802,0.369,0.414,1
Enpp5,0.00032185893267285,-0.348834008288528,0.163,0.216,1
Fxyd1,0.000339855567521945,-0.373962480189866,0.712,0.691,1
Lrpap1,0.000344596314538291,-0.383611577673376,0.468,0.459,1
Usp19,0.000345686147143939,-0.71422167671501,0.325,0.356,1
Ilk,0.000378674291751259,-0.527178916580237,0.513,0.486,1
Nfia,0.000379992991099406,-0.385657971097546,0.569,0.536,1
P4ha2,0.000386072095126649,-0.279930868991753,0.105,0.158,1
Bckdha,0.000395888555367831,-0.349429325663451,0.216,0.27,1
Rac1,0.000401999291980983,-0.284985417902941,0.701,0.662,1
Caml,0.000414296245677666,-0.385705735463262,0.331,0.356,1
D5Ertd579e,0.000430131006509466,-0.370139331335266,0.327,0.354,1
Setd2,0.000445913104591997,-0.496931368551878,0.246,0.279,1
Rab8b,0.000449689767372427,-0.337988728897147,0.15,0.198,1
Ercc5,0.000460816908878795,-0.271665232193034,0.124,0.176,1
Cdk14,0.000468579326624234,-0.391904540415773,0.237,0.279,1
Tmem38a,0.000482470236645133,-0.252157071297353,0.095,0.146,1
Lcorl,0.000489893358908803,-0.265929773877463,0.102,0.153,1
Herpud1,0.000495506662417965,-0.357291807308279,0.27,0.313,1
Ndufb11,0.00051744290341166,-0.464277882229418,0.802,0.685,1
Dennd1b,0.000538462599152385,-0.2943970776159,0.143,0.194,1
Crem,0.000549506908827556,-0.397668350744548,0.301,0.338,1
Sik3,0.000550395400294083,-0.32646793055534,0.295,0.333,1
Apod,0.000579872395514703,-0.371750548055403,0.174,0.223,1
Dhrs4,0.000595713523535722,-0.296903956271257,0.133,0.187,1
Robo1,0.000600058674880099,-0.263020441362906,0.14,0.191,1
Asah1,0.000600123383833052,-0.412342161751834,0.474,0.459,1
Ubr3,0.000620447053115784,-0.355551207802373,0.207,0.25,1
Golga3,0.000636217752885104,-0.372439864195332,0.171,0.216,1
Npepps,0.000671812324167854,-0.439933987493679,0.415,0.412,1
Cs,0.000677733216672428,-0.4189581774286,0.472,0.45,1
Atp6v1a,0.000681222189219444,-0.487339585361305,0.389,0.39,1
Nat8l,0.000682622265900754,-0.272859117756407,0.076,0.122,1
Baz2b,0.000706562514111227,-0.361122677687872,0.238,0.279,1
Epdr1,0.000720424681451213,-0.342395474037129,0.284,0.329,1
Fam214b,0.000746456531451429,-0.317693137660414,0.168,0.218,1
Fmnl2,0.000751774836016215,-0.446828272892674,0.411,0.423,1
Mdm4,0.00075537019121189,-0.445319637954122,0.274,0.306,1
Zfp638,0.000763739654638108,-0.372639882143947,0.364,0.381,1
Ankrd40,0.00077574349619095,-0.411895901660725,0.308,0.338,1
Fblim1,0.000779722613305522,-0.370669263079133,0.192,0.236,1
Ppp1cb,0.00080605838050713,-0.354054466448391,0.699,0.613,1
S100a9,0.000806123441048022,-0.421548195541195,0.689,0.617,1
Ndufs2,0.000863231619070297,-0.40486458096212,0.741,0.633,1
Ndufc2,0.000870696757482459,-0.418145496713022,0.89,0.721,1
Ccdc71l,0.000875936399138825,-0.399113091187708,0.313,0.342,1
AW549877,0.000935276432250409,-0.305678082688411,0.12,0.167,1
Plekha1,0.000937367168410632,-0.255543154522104,0.129,0.18,1
Rps6kb2,0.000966561171771333,-0.283309354082541,0.104,0.153,1
Mdh1,0.00103565821789845,-0.463386069713113,0.747,0.637,1
Dlg5,0.00104967325218685,-0.343609843764831,0.164,0.209,1
Wipf2,0.00105323188685082,-0.304132393286883,0.187,0.232,1
H2-T22,0.00110621770550322,-0.402996596881669,0.17,0.216,1
Mfsd14a,0.00113527711821399,-0.394720313776684,0.322,0.342,1
Ccn1,0.00116668975806083,-0.503001435668598,0.557,0.561,1
Ankfy1,0.00120954216651681,-0.394283872215946,0.228,0.264,1
Thy1,0.00121800796238305,-0.310740941897439,0.122,0.171,1
Hopx,0.00123469806608068,-0.492548401042942,0.216,0.255,1
Stk38,0.00125374889229279,-0.294922091139172,0.154,0.203,1
Birc6,0.00131446819832242,-0.394308619533369,0.445,0.444,1
Atp5l,0.00132661575910319,-0.31013504615839,0.963,0.867,1
Ric1,0.00133349495609523,-0.265039652573545,0.096,0.142,1
Rnf13,0.00134762370613871,-0.388927054908129,0.506,0.468,1
Dip2b,0.00138492032480591,-0.313437169387507,0.164,0.207,1
Gbf1,0.00139835929736165,-0.30509929298456,0.173,0.216,1
Trak2,0.00141419300942634,-0.267256793332989,0.127,0.173,1
Gm1673,0.00142307611770549,-0.384602788586205,0.842,0.766,1
Pnp,0.00142764028337444,-0.516454545469168,0.319,0.336,1
Cyhr1,0.00146233615489859,-0.488654026114587,0.368,0.369,1
Abcc5,0.00147922783342298,-0.317933056185168,0.189,0.23,1
Vcpip1,0.00159399733053793,-0.311556657946193,0.218,0.257,1
Ak1,0.00159865229124644,-0.291866514116017,0.239,0.286,1
Sptlc1,0.00167870568917351,-0.329000893831526,0.247,0.282,1
Tmem184b,0.00174367451749295,-0.278065220634459,0.152,0.2,1
Ppp1r3c,0.00176342313442535,-0.382710643520304,0.306,0.338,1
Pdlim7,0.00178292632766805,-0.446481345732664,0.405,0.412,1
Cdkn2d,0.0018551542001848,-0.369218542078537,0.142,0.187,1
Fam126b,0.00186552777996588,-0.285114637469872,0.137,0.18,1
Mink1,0.00188734899107838,-0.431926149612402,0.31,0.329,1
Tnks,0.00195910684159789,-0.329626294203141,0.199,0.236,1
Ndufb1-ps,0.00197020466634004,-0.331296490501445,0.355,0.421,1
Smim3,0.00197414154921564,-0.462483728190466,0.526,0.502,1
Ankrd17,0.0020030396775935,-0.437593720206857,0.424,0.412,1
Tnrc6c,0.00214488108605179,-0.364288104577918,0.24,0.27,1
Bcar1,0.00218680413819431,-0.366729572479387,0.228,0.264,1
Arl8b,0.00219316507262742,-0.378445425057402,0.357,0.365,1
Hjurp,0.00219441338624416,-0.275071789630309,0.185,0.227,1
Elovl1,0.0022075514121975,-0.409914349741497,0.374,0.381,1
C1galt1c1,0.00227348829957216,-0.290204095158389,0.148,0.194,1
Tecpr1,0.00232394431741634,-0.264486992179094,0.137,0.18,1
Tnrc6b,0.0024049820532194,-0.400088244552622,0.313,0.329,1
Mprip,0.00241337635799809,-0.361650155538292,0.55,0.52,1
Taok1,0.00247109455933251,-0.436153363516279,0.458,0.448,1
Fchsd2,0.00249845195376136,-0.308113553996941,0.203,0.239,1
Antxr1,0.00255503332757936,-0.252561652187335,0.081,0.122,1
BC005537,0.00263637430692572,-0.423911752950569,0.537,0.495,1
